This file contains the adiabatic coefficient (kappa, delad), heat capacity and entropy per unit mass for a water, hydrogen and helium mixture, pre-tabulated for temperature and pressure. This file can be used in HELIOS.
temp.[K]  press.[1e-6bar]  delad           c_p[erg mol^-1 K^-1]    log_S[log10(erg g^-1 K^-1)]   
2841.61   6.588582e+01     1.507788e-01    5.514282e+08            8.221799e+00                  
2841.61   7.689641e+01     1.507788e-01    5.514282e+08            8.219936e+00                  
2841.61   8.974704e+01     1.507788e-01    5.514282e+08            8.218066e+00                  
2841.61   1.047452e+02     1.507788e-01    5.514282e+08            8.216187e+00                  
2841.61   1.222498e+02     1.507788e-01    5.514282e+08            8.214300e+00                  
2841.61   1.426798e+02     1.507788e-01    5.514282e+08            8.212405e+00                  
2841.61   1.665239e+02     1.507788e-01    5.514282e+08            8.210501e+00                  
2841.61   1.943527e+02     1.507788e-01    5.514282e+08            8.208589e+00                  
2841.61   2.268322e+02     1.507788e-01    5.514282e+08            8.206669e+00                  
2841.61   2.647395e+02     1.507788e-01    5.514282e+08            8.204740e+00                  
2841.61   3.089818e+02     1.507788e-01    5.514282e+08            8.202803e+00                  
2841.61   3.606177e+02     1.507788e-01    5.514282e+08            8.200857e+00                  
2841.61   4.208827e+02     1.507788e-01    5.514283e+08            8.198902e+00                  
2841.61   4.912190e+02     1.507788e-01    5.514283e+08            8.196938e+00                  
2841.61   5.733097e+02     1.507788e-01    5.514283e+08            8.194965e+00                  
2841.61   6.691190e+02     1.507788e-01    5.514283e+08            8.192984e+00                  
2841.61   7.809396e+02     1.507788e-01    5.514283e+08            8.190993e+00                  
2841.61   9.114473e+02     1.507788e-01    5.514283e+08            8.188993e+00                  
2841.61   1.063765e+03     1.507788e-01    5.514283e+08            8.186984e+00                  
2841.61   1.241537e+03     1.507788e-01    5.514283e+08            8.184965e+00                  
2841.61   1.449018e+03     1.507788e-01    5.514283e+08            8.182937e+00                  
2841.61   1.691173e+03     1.507788e-01    5.514283e+08            8.180900e+00                  
2841.61   1.973795e+03     1.507788e-01    5.514283e+08            8.178853e+00                  
2841.61   2.303648e+03     1.507788e-01    5.514283e+08            8.176796e+00                  
2841.61   2.688625e+03     1.507788e-01    5.514283e+08            8.174730e+00                  
2841.61   3.137938e+03     1.507789e-01    5.514283e+08            8.172653e+00                  
2841.61   3.662338e+03     1.507789e-01    5.514283e+08            8.170567e+00                  
2841.61   4.274374e+03     1.507789e-01    5.514283e+08            8.168471e+00                  
2841.61   4.988691e+03     1.507789e-01    5.514283e+08            8.166364e+00                  
2841.61   5.822382e+03     1.507789e-01    5.514283e+08            8.164247e+00                  
2841.61   6.795396e+03     1.507789e-01    5.514283e+08            8.162120e+00                  
2841.61   7.931017e+03     1.507789e-01    5.514283e+08            8.159982e+00                  
2841.61   9.256418e+03     1.507789e-01    5.514283e+08            8.157834e+00                  
2841.61   1.080332e+04     1.507789e-01    5.514284e+08            8.155675e+00                  
2841.61   1.260872e+04     1.507789e-01    5.514284e+08            8.153505e+00                  
2841.61   1.471585e+04     1.507789e-01    5.514284e+08            8.151324e+00                  
2841.61   1.717510e+04     1.507789e-01    5.514284e+08            8.149133e+00                  
2841.61   2.004534e+04     1.507789e-01    5.514284e+08            8.146930e+00                  
2841.61   2.339524e+04     1.507789e-01    5.514285e+08            8.144716e+00                  
2841.61   2.730496e+04     1.507789e-01    5.514285e+08            8.142491e+00                  
2841.61   3.186807e+04     1.507789e-01    5.514286e+08            8.140254e+00                  
2841.61   3.719374e+04     1.507789e-01    5.514286e+08            8.138005e+00                  
2841.61   4.340941e+04     1.507789e-01    5.514287e+08            8.135745e+00                  
2841.61   5.066383e+04     1.507789e-01    5.514287e+08            8.133473e+00                  
2841.61   5.913057e+04     1.507790e-01    5.514288e+08            8.131190e+00                  
2841.61   6.901225e+04     1.507790e-01    5.514289e+08            8.128894e+00                  
2841.61   8.054531e+04     1.507790e-01    5.514290e+08            8.126585e+00                  
2841.61   9.400574e+04     1.507790e-01    5.514292e+08            8.124265e+00                  
2841.61   1.097156e+05     1.507791e-01    5.514293e+08            8.121932e+00                  
2841.61   1.280509e+05     1.507791e-01    5.514295e+08            8.119586e+00                  
2841.61   1.494502e+05     1.507791e-01    5.514297e+08            8.117228e+00                  
2841.61   1.744258e+05     1.507792e-01    5.514299e+08            8.114857e+00                  
2841.61   2.035752e+05     1.507792e-01    5.514302e+08            8.112473e+00                  
2841.61   2.375959e+05     1.507793e-01    5.514305e+08            8.110076e+00                  
2841.61   2.773020e+05     1.507794e-01    5.514309e+08            8.107665e+00                  
2841.61   3.236437e+05     1.507795e-01    5.514314e+08            8.105241e+00                  
2841.61   3.777298e+05     1.507796e-01    5.514319e+08            8.102803e+00                  
2841.61   4.408545e+05     1.507797e-01    5.514325e+08            8.100352e+00                  
2841.61   5.145285e+05     1.507798e-01    5.514332e+08            8.097886e+00                  
2841.61   6.005145e+05     1.507800e-01    5.514341e+08            8.095407e+00                  
2841.61   7.008702e+05     1.507802e-01    5.514350e+08            8.092913e+00                  
2841.61   8.179969e+05     1.507804e-01    5.514362e+08            8.090405e+00                  
2841.61   9.546975e+05     1.507806e-01    5.514375e+08            8.087882e+00                  
2841.61   1.114243e+06     1.507809e-01    5.514390e+08            8.085345e+00                  
2841.61   1.300451e+06     1.507813e-01    5.514408e+08            8.082792e+00                  
2841.61   1.517777e+06     1.507817e-01    5.514429e+08            8.080225e+00                  
2841.61   1.771422e+06     1.507822e-01    5.514454e+08            8.077642e+00                  
2841.61   2.067456e+06     1.507827e-01    5.514482e+08            8.075044e+00                  
2841.61   2.412961e+06     1.507834e-01    5.514516e+08            8.072430e+00                  
2841.61   2.816206e+06     1.507841e-01    5.514555e+08            8.069800e+00                  
2841.61   3.286840e+06     1.507850e-01    5.514600e+08            8.067154e+00                  
2841.61   3.836124e+06     1.507861e-01    5.514653e+08            8.064492e+00                  
2841.61   4.477202e+06     1.507873e-01    5.514715e+08            8.061813e+00                  
2841.61   5.225415e+06     1.507887e-01    5.514788e+08            8.059118e+00                  
2841.61   6.098667e+06     1.507903e-01    5.514872e+08            8.056406e+00                  
2841.61   7.117853e+06     1.507922e-01    5.514971e+08            8.053677e+00                  
2841.61   8.307361e+06     1.507945e-01    5.515086e+08            8.050930e+00                  
2841.61   9.695656e+06     1.507971e-01    5.515220e+08            8.048166e+00                  
2841.61   1.131596e+07     1.508001e-01    5.515377e+08            8.045384e+00                  
2841.61   1.320704e+07     1.508036e-01    5.515559e+08            8.042584e+00                  
2841.61   1.541415e+07     1.508078e-01    5.515773e+08            8.039765e+00                  
2841.61   1.799010e+07     1.508126e-01    5.516022e+08            8.036928e+00                  
2841.61   2.099654e+07     1.508183e-01    5.516312e+08            8.034072e+00                  
2841.61   2.450540e+07     1.508248e-01    5.516651e+08            8.031197e+00                  
2841.61   2.860065e+07     1.508325e-01    5.517047e+08            8.028303e+00                  
2841.61   3.338028e+07     1.508414e-01    5.517508e+08            8.025388e+00                  
2841.61   3.895866e+07     1.508518e-01    5.518047e+08            8.022453e+00                  
2841.61   4.546928e+07     1.508640e-01    5.518675e+08            8.019498e+00                  
2841.61   5.306794e+07     1.508781e-01    5.519408e+08            8.016522e+00                  
2841.61   6.193645e+07     1.508946e-01    5.520263e+08            8.013525e+00                  
2841.61   7.228703e+07     1.509137e-01    5.521260e+08            8.010506e+00                  
2841.61   8.436737e+07     1.509360e-01    5.522423e+08            8.007465e+00                  
2841.61   9.846652e+07     1.509620e-01    5.523779e+08            8.004401e+00                  
2841.61   1.149219e+08     1.509921e-01    5.525359e+08            8.001315e+00                  
2841.61   1.341272e+08     1.510270e-01    5.527201e+08            7.998204e+00                  
2841.61   1.565420e+08     1.510674e-01    5.529347e+08            7.995069e+00                  
2841.61   1.827027e+08     1.511141e-01    5.531845e+08            7.991909e+00                  
2841.61   2.132353e+08     1.511680e-01    5.534753e+08            7.988723e+00                  
2841.61   2.488703e+08     1.512298e-01    5.538135e+08            7.985511e+00                  
2841.61   2.904606e+08     1.513004e-01    5.542063e+08            7.982271e+00                  
2841.61   3.390013e+08     1.513807e-01    5.546622e+08            7.979002e+00                  
2841.61   3.956539e+08     1.514713e-01    5.551904e+08            7.975704e+00                  
2841.61   4.617741e+08     1.515724e-01    5.558013e+08            7.972376e+00                  
2841.61   5.389440e+08     1.516839e-01    5.565062e+08            7.969015e+00                  
2841.61   6.290102e+08     1.518046e-01    5.573172e+08            7.965621e+00                  
